CaseMasterID,OccuranceFrom,OccuranceTo,PlaceOfOccurance
278,2026-04-08T15:40:24.205505,2026-04-10T14:40:24.205505,"Kuruvilla, Mysuru"
279,2025-07-16T22:40:24.205647,2025-07-19T14:40:24.205647,"Batta Zila, Bengaluru Urban"
280,2026-01-25T05:40:24.205748,2026-01-25T14:40:24.205748,"Mane Road, Belagavi"
281,2025-06-01T22:40:24.205810,2025-06-02T14:40:24.205810,"Hans Circle, Dharwad"
282,2026-06-23T20:40:24.205901,2026-06-26T14:40:24.205901,"De Marg, Kalaburagi"
283,2026-03-19T04:40:24.205979,2026-03-19T14:40:24.205979,"Tara Road, Chikkaballapura"
284,2025-03-24T08:40:24.206097,2025-03-24T14:40:24.206097,"Rege, Dakshina Kannada"
285,2024-10-28T07:40:24.206195,2024-10-30T14:40:24.206195,"Sunder Road, Belagavi"
286,2026-05-17T06:40:24.206332,2026-05-18T14:40:24.206332,"Deo Chowk, Belagavi"
287,2025-01-29T13:40:24.206432,2025-01-29T14:40:24.206432,"Kaul Marg, Chitradurga"
288,2025-05-03T09:40:24.206633,2025-05-05T14:40:24.206633,"Bahl Street, Mysuru"
289,2025-04-06T10:40:24.206755,2025-04-06T14:40:24.206755,"Wable Nagar, Shivamogga"
290,2025-01-26T11:40:24.206879,2025-01-28T14:40:24.206879,"Bala Street, Mysuru"
291,2025-08-12T01:40:24.207013,2025-08-13T14:40:24.207013,"Shetty Path, Mysuru"
292,2026-04-26T12:40:24.207116,2026-04-28T14:40:24.207116,"Jani Circle, Dakshina Kannada"
293,2024-10-14T19:40:24.207238,2024-10-15T14:40:24.207238,"Mahajan Chowk, Raichur"
294,2025-11-11T17:40:24.207338,2025-11-12T14:40:24.207338,"Mammen Street, Dharwad"
295,2025-06-10T01:40:24.207423,2025-06-11T14:40:24.207423,"Om Path, Kodagu"
296,2026-06-27T09:40:24.207529,2026-06-28T14:40:24.207529,"Yohannan Marg, Belagavi"
297,2024-12-20T10:40:24.207660,2024-12-20T14:40:24.207660,"Shere Zila, Shivamogga"
298,2026-02-13T15:40:24.207746,2026-02-15T14:40:24.207746,"Parmar Road, Belagavi"
299,2026-07-09T18:40:24.207918,2026-07-11T14:40:24.207918,"Tella Road, Mysuru"
300,2026-03-15T02:40:24.208022,2026-03-15T14:40:24.208022,"Walia Nagar, Mandya"
301,2025-12-15T18:40:24.208237,2025-12-16T14:40:24.208237,"Batta Ganj, Haveri"
302,2025-08-20T07:40:24.208342,2025-08-20T14:40:24.208342,"Borde Marg, Tumakuru"
303,2024-08-06T15:40:24.208444,2024-08-07T14:40:24.208444,"Kota Road, Ramanagara"
304,2025-12-02T18:40:24.208540,2025-12-04T14:40:24.208540,"Bhat Zila, Bengaluru Rural"
305,2025-11-26T06:40:24.208697,2025-11-27T14:40:24.208697,"Ben Nagar, Dakshina Kannada"
306,2025-11-28T11:40:24.208782,2025-11-30T14:40:24.208782,"Sangha Chowk, Tumakuru"
307,2024-08-16T18:40:24.208881,2024-08-17T14:40:24.208881,"Date, Bengaluru Urban"
308,2026-04-01T13:40:24.209018,2026-04-01T14:40:24.209018,"Oza Road, Belagavi"
309,2026-02-17T17:40:24.209133,2026-02-20T14:40:24.209133,"Sibal Chowk, Bengaluru Urban"
310,2026-01-29T18:40:24.209212,2026-01-30T14:40:24.209212,"Sha Zila, Belagavi"
311,2025-11-14T17:40:24.209278,2025-11-17T14:40:24.209278,"Kala Chowk, Gadag"
312,2026-05-15T08:40:24.209376,2026-05-15T14:40:24.209376,"Contractor Nagar, Belagavi"
313,2024-09-09T08:40:24.209513,2024-09-09T14:40:24.209513,"Korpal Circle, Kodagu"
314,2025-02-13T19:40:24.209702,2025-02-15T14:40:24.209702,"De Street, Chamarajanagara"
315,2025-06-26T12:40:24.209790,2025-06-26T14:40:24.209790,"Gulati, Dharwad"
316,2025-06-28T02:40:24.209909,2025-06-29T14:40:24.209909,"Prasad Circle, Mysuru"
317,2025-04-12T13:40:24.209976,2025-04-12T14:40:24.209976,"Talwar Chowk, Haveri"
318,2026-01-01T22:40:24.210047,2026-01-02T14:40:24.210047,"Seth Ganj, Kolar"
319,2024-10-02T10:40:24.210113,2024-10-03T14:40:24.210113,"Dugar, Dharwad"
320,2025-02-02T12:40:24.210199,2025-02-03T14:40:24.210199,"Venkataraman Chowk, Bengaluru Urban"
321,2026-06-23T18:40:24.210292,2026-06-24T14:40:24.210292,"Pillai Marg, Mysuru"
322,2026-01-21T01:40:24.210407,2026-01-23T14:40:24.210407,"Brar Circle, Belagavi"
323,2025-04-27T20:40:24.210477,2025-04-29T14:40:24.210477,"Narayan Ganj, Kodagu"
324,2025-04-16T17:40:24.210640,2025-04-19T14:40:24.210640,"Arora, Haveri"
325,2026-05-25T01:40:24.210725,2026-05-26T14:40:24.210725,"Kaur Chowk, Belagavi"
326,2026-01-01T09:40:24.210851,2026-01-02T14:40:24.210851,"Andra Road, Yadgir"
327,2024-07-17T09:40:24.210974,2024-07-19T14:40:24.210974,"Warrior Zila, Kalaburagi"
328,2026-03-14T09:40:24.211081,2026-03-16T14:40:24.211081,"Suresh, Belagavi"
329,2026-02-19T18:40:24.211152,2026-02-22T14:40:24.211152,"Kaul Ganj, Bengaluru Urban"
330,2026-03-16T11:40:24.212238,2026-03-16T14:40:24.212238,"Raman Marg, Belagavi"
331,2026-01-26T17:40:24.212360,2026-01-27T14:40:24.212360,"Dutt Chowk, Belagavi"
332,2025-04-19T06:40:24.212460,2025-04-19T14:40:24.212460,"Rastogi Zila, Davanagere"
333,2025-04-18T00:40:24.212604,2025-04-18T14:40:24.212604,"Mishra Path, Bengaluru Urban"
334,2025-06-02T13:40:24.212713,2025-06-03T14:40:24.212713,"Dugar Ganj, Davanagere"
335,2026-02-02T23:40:24.212811,2026-02-03T14:40:24.212811,"Seshadri Marg, Belagavi"
336,2025-03-23T04:40:24.212971,2025-03-23T14:40:24.212971,"Contractor Road, Kodagu"
337,2026-05-28T18:40:24.213103,2026-05-29T14:40:24.213103,"Chaudhry, Kodagu"
338,2025-06-25T12:40:24.213238,2025-06-25T14:40:24.213238,"Chauhan Circle, Chikkamagaluru"
339,2024-09-24T10:40:24.213298,2024-09-26T14:40:24.213298,"Agrawal Nagar, Chamarajanagara"
340,2025-03-15T02:40:24.213396,2025-03-16T14:40:24.213396,"Handa Path, Kalaburagi"
341,2026-04-11T16:40:24.213487,2026-04-12T14:40:24.213487,"Naidu Path, Belagavi"
342,2026-06-13T17:40:24.213632,2026-06-14T14:40:24.213632,"Mutti Marg, Belagavi"
343,2025-07-13T22:40:24.213777,2025-07-16T14:40:24.213777,"Garg Circle, Kodagu"
344,2024-10-05T11:40:24.213888,2024-10-07T14:40:24.213888,"Thakur Ganj, Hassan"
345,2024-10-30T09:40:24.214004,2024-10-30T14:40:24.214004,"Prashad Street, Belagavi"
346,2025-11-10T18:40:24.214079,2025-11-11T14:40:24.214079,"Nadkarni Road, Belagavi"
347,2025-06-24T21:40:24.214289,2025-06-25T14:40:24.214289,"Ahuja Chowk, Bengaluru Urban"
348,2025-11-30T02:40:24.214448,2025-11-30T14:40:24.214448,"Kothari, Mysuru"
349,2026-06-27T04:40:24.214583,2026-06-28T14:40:24.214583,"Sami Chowk, Belagavi"
350,2025-03-13T12:40:24.214711,2025-03-13T14:40:24.214711,"Mander Chowk, Belagavi"
351,2025-04-12T11:40:24.214804,2025-04-14T14:40:24.214804,"Arya Nagar, Vijayapura"
352,2026-02-08T00:40:24.214870,2026-02-09T14:40:24.214870,"Rana Marg, Belagavi"
353,2026-03-29T19:40:24.215001,2026-04-01T14:40:24.215001,"Samra Marg, Chamarajanagara"
354,2025-04-11T09:40:24.215087,2025-04-12T14:40:24.215087,"Kumar Street, Mandya"
355,2026-02-21T18:40:24.215166,2026-02-24T14:40:24.215166,"Sampath Ganj, Koppal"
356,2025-06-29T13:40:24.215306,2025-07-01T14:40:24.215306,"Swamy Street, Koppal"
357,2024-07-26T14:40:24.215428,2024-07-28T14:40:24.215428,"Choudhary Circle, Bengaluru Rural"
358,2026-06-19T13:40:24.215515,2026-06-19T14:40:24.215515,"Memon Zila, Belagavi"
359,2025-08-31T01:40:24.215656,2025-09-02T14:40:24.215656,"Barman, Davanagere"
360,2026-02-25T03:40:24.215747,2026-02-25T14:40:24.215747,"Sanghvi Path, Belagavi"
361,2026-04-21T10:40:24.215927,2026-04-22T14:40:24.215927,"Mammen Circle, Belagavi"
362,2025-12-02T02:40:24.216066,2025-12-02T14:40:24.216066,"Soni Marg, Yadgir"
363,2025-10-05T14:40:24.216219,2025-10-06T14:40:24.216219,"Garde Ganj, Mysuru"
364,2024-10-25T20:40:24.216335,2024-10-28T14:40:24.216335,"Warrior Street, Vijayanagara"
365,2024-10-26T03:40:24.216437,2024-10-27T14:40:24.216437,"Mannan Zila, Kodagu"
366,2025-08-07T13:40:24.216621,2025-08-09T14:40:24.216621,"Agarwal Marg, Kolar"
367,2024-12-05T03:40:24.216702,2024-12-07T14:40:24.216702,"Patla Path, Kalaburagi"
368,2026-06-17T19:40:24.216817,2026-06-18T14:40:24.216817,"Kanda Road, Belagavi"
369,2026-02-08T04:40:24.216925,2026-02-09T14:40:24.216925,"Talwar Ganj, Tumakuru"
370,2025-07-21T09:40:24.217013,2025-07-22T14:40:24.217013,"Ramanathan Chowk, Mandya"
371,2026-05-09T17:40:24.217140,2026-05-12T14:40:24.217140,"Ramesh Circle, Belagavi"
372,2024-12-07T22:40:24.217259,2024-12-09T14:40:24.217259,"Pathak Nagar, Mysuru"
373,2026-02-10T01:40:24.217362,2026-02-11T14:40:24.217362,"Konda Marg, Dakshina Kannada"
374,2026-06-08T22:40:24.217446,2026-06-11T14:40:24.217446,"Raja Chowk, Bengaluru Rural"
375,2026-03-14T08:40:24.217518,2026-03-14T14:40:24.217518,"Dara Zila, Bengaluru Urban"
376,2026-02-28T22:40:24.217679,2026-03-01T14:40:24.217679,"Yogi Zila, Mysuru"
377,2026-04-03T04:40:24.217780,2026-04-04T14:40:24.217780,"Gole Street, Belagavi"
378,2026-05-17T20:40:24.217868,2026-05-18T14:40:24.217868,"Kunda Circle, Belagavi"
379,2025-03-13T04:40:24.217984,2025-03-15T14:40:24.217984,"Swaminathan, Davanagere"
380,2025-09-10T17:40:24.218127,2025-09-11T14:40:24.218127,"Gade Marg, Shivamogga"
381,2024-12-24T21:40:24.218213,2024-12-27T14:40:24.218213,"Pradhan Ganj, Belagavi"
382,2025-02-14T10:40:24.218327,2025-02-14T14:40:24.218327,"Chakraborty Path, Belagavi"
383,2025-02-22T23:40:24.218396,2025-02-23T14:40:24.218396,"Chaudhari Nagar, Vijayapura"
384,2025-10-12T04:40:24.218467,2025-10-12T14:40:24.218467,"Mohan Circle, Haveri"
385,2024-10-28T12:40:24.218639,2024-10-30T14:40:24.218639,"Datta, Belagavi"
386,2026-05-27T04:40:24.218756,2026-05-27T14:40:24.218756,"Goswami Chowk, Chitradurga"
387,2026-04-13T21:40:24.218845,2026-04-16T14:40:24.218845,"Karnik Circle, Belagavi"
388,2024-10-23T04:40:24.218936,2024-10-23T14:40:24.218936,"Gandhi Zila, Chitradurga"
389,2025-04-07T03:40:24.219040,2025-04-08T14:40:24.219040,"Gupta, Bengaluru Urban"
390,2024-12-30T13:40:24.219134,2024-12-30T14:40:24.219134,"Deol Path, Belagavi"
391,2024-09-26T06:40:24.219222,2024-09-28T14:40:24.219222,"Zacharia Ganj, Belagavi"
392,2026-05-07T17:40:24.219317,2026-05-08T14:40:24.219317,"Mody Ganj, Belagavi"
393,2025-12-25T07:40:24.219384,2025-12-25T14:40:24.219384,"Chhabra Path, Bengaluru Urban"
394,2026-02-15T02:40:24.219490,2026-02-15T14:40:24.219490,"Dube Circle, Belagavi"
395,2025-10-25T01:40:24.219632,2025-10-27T14:40:24.219632,"Chopra Road, Bengaluru Urban"
396,2025-06-27T12:40:24.219732,2025-06-28T14:40:24.219732,"Gupta Zila, Belagavi"
397,2026-03-16T08:40:24.219897,2026-03-18T14:40:24.219897,"Nair Street, Belagavi"
398,2026-03-30T10:40:24.220015,2026-04-01T14:40:24.220015,"Ben Ganj, Belagavi"
399,2024-12-30T05:40:24.220151,2024-12-30T14:40:24.220151,"Issac Marg, Belagavi"
400,2026-04-09T00:40:24.220236,2026-04-10T14:40:24.220236,"Dara Ganj, Davanagere"
401,2026-07-08T02:40:24.220394,2026-07-09T14:40:24.220394,"Behl Zila, Gadag"
402,2025-04-06T04:40:24.220530,2025-04-08T14:40:24.220530,"Mand Path, Mysuru"
403,2026-02-23T08:40:24.220728,2026-02-25T14:40:24.220728,"Patla Chowk, Bengaluru Urban"
404,2026-01-14T07:40:24.220875,2026-01-16T14:40:24.220875,"Halder Nagar, Belagavi"
405,2026-02-22T21:40:24.220991,2026-02-23T14:40:24.220991,"Palan Circle, Vijayapura"
406,2025-08-10T12:40:24.221103,2025-08-10T14:40:24.221103,"Rao Ganj, Chikkaballapura"
407,2026-01-26T10:40:24.221196,2026-01-26T14:40:24.221196,"Ramakrishnan Circle, Belagavi"
408,2026-03-30T00:40:24.221280,2026-03-31T14:40:24.221280,"Kamdar, Bengaluru Urban"
409,2025-01-27T22:40:24.221394,2025-01-29T14:40:24.221394,"Mall Street, Bidar"
410,2025-03-03T13:40:24.221483,2025-03-04T14:40:24.221483,"Lalla Circle, Raichur"
411,2025-03-12T22:40:24.221584,2025-03-14T14:40:24.221584,"Kanda Path, Kodagu"
412,2026-06-28T01:40:24.221697,2026-06-29T14:40:24.221697,"Rana Ganj, Chikkamagaluru"
413,2026-03-12T12:40:24.221790,2026-03-13T14:40:24.221790,"Gulati Street, Dharwad"
414,2024-11-03T06:40:24.221868,2024-11-03T14:40:24.221868,"Dhar Zila, Belagavi"
415,2026-05-18T21:40:24.221984,2026-05-19T14:40:24.221984,"Kothari Street, Tumakuru"
416,2024-07-26T17:40:24.222071,2024-07-29T14:40:24.222071,"Srinivasan Street, Chitradurga"
417,2025-09-22T22:40:24.222159,2025-09-25T14:40:24.222159,"Dasgupta Circle, Belagavi"
418,2026-05-07T05:40:24.222269,2026-05-09T14:40:24.222269,"Rajan Marg, Bengaluru Urban"
419,2025-03-12T14:40:24.222398,2025-03-13T14:40:24.222398,"Dora Nagar, Vijayanagara"
420,2026-07-10T10:40:24.222511,2026-07-11T14:40:24.222511,"Agate Zila, Kalaburagi"
421,2025-02-22T09:40:24.222662,2025-02-22T14:40:24.222662,"Rajan Street, Bidar"
422,2026-05-30T09:40:24.222780,2026-06-01T14:40:24.222780,"Sama Zila, Belagavi"
423,2024-11-06T10:40:24.222869,2024-11-07T14:40:24.222869,"Choudhary Street, Gadag"
424,2024-07-25T17:40:24.222954,2024-07-26T14:40:24.222954,"Kapur Ganj, Udupi"
425,2024-09-20T20:40:24.223069,2024-09-22T14:40:24.223069,"Borah Zila, Raichur"
426,2026-06-22T15:40:24.223219,2026-06-23T14:40:24.223219,"Sawhney Path, Belagavi"
427,2025-12-23T19:40:24.223302,2025-12-25T14:40:24.223302,"Randhawa Nagar, Belagavi"
428,2024-09-06T08:40:24.223450,2024-09-06T14:40:24.223450,"Rai Marg, Dharwad"
429,2024-12-24T19:40:24.223646,2024-12-27T14:40:24.223646,"Jaggi Circle, Bengaluru Urban"
430,2024-12-11T07:40:24.223726,2024-12-12T14:40:24.223726,"Bava Nagar, Chikkaballapura"
431,2024-08-21T05:40:24.223805,2024-08-23T14:40:24.223805,"Tella Marg, Mandya"
432,2025-01-18T10:40:24.223969,2025-01-20T14:40:24.223969,"Raja Nagar, Tumakuru"
433,2026-06-14T09:40:24.224052,2026-06-14T14:40:24.224052,"Dhaliwal Ganj, Tumakuru"
434,2024-09-29T18:40:24.224178,2024-10-02T14:40:24.224178,"Tank Street, Mysuru"
435,2025-10-13T07:40:24.224319,2025-10-15T14:40:24.224319,"Kunda Chowk, Belagavi"
436,2025-06-11T16:40:24.224483,2025-06-13T14:40:24.224483,"Anand Ganj, Chamarajanagara"
437,2025-12-15T12:40:24.224635,2025-12-17T14:40:24.224635,"Sidhu Chowk, Shivamogga"
438,2025-08-09T16:40:24.224760,2025-08-10T14:40:24.224760,"Contractor Chowk, Mysuru"
439,2024-08-11T13:40:24.224905,2024-08-11T14:40:24.224905,"Chacko Street, Davanagere"
440,2024-07-25T06:40:24.225030,2024-07-26T14:40:24.225030,"Chanda Nagar, Mysuru"
441,2024-08-17T10:40:24.225196,2024-08-19T14:40:24.225196,"Divan Chowk, Belagavi"
442,2025-12-03T10:40:24.225333,2025-12-04T14:40:24.225333,"Ganesan Circle, Belagavi"
443,2024-08-03T23:40:24.225511,2024-08-06T14:40:24.225511,"Tata Zila, Koppal"
444,2025-07-27T23:40:24.225666,2025-07-29T14:40:24.225666,"Mane Marg, Chitradurga"
445,2025-02-17T13:40:24.225799,2025-02-17T14:40:24.225799,"Kapoor Ganj, Mysuru"
446,2026-02-13T13:40:24.225881,2026-02-14T14:40:24.225881,"Amble Marg, Belagavi"
447,2025-04-04T23:40:24.225964,2025-04-05T14:40:24.225964,"Sachdeva Nagar, Ballari"
448,2026-06-03T03:40:24.226075,2026-06-03T14:40:24.226075,"Sanghvi, Bagalkote"
449,2025-08-08T06:40:24.226159,2025-08-08T14:40:24.226159,"Ramanathan Zila, Chitradurga"
450,2024-09-26T16:40:24.226317,2024-09-27T14:40:24.226317,"Wason Ganj, Belagavi"
451,2026-06-08T10:40:24.226447,2026-06-10T14:40:24.226447,"Talwar Zila, Kalaburagi"
452,2025-01-03T13:40:24.226694,2025-01-03T14:40:24.226694,"Gole Street, Yadgir"
453,2026-06-02T00:40:24.226787,2026-06-02T14:40:24.226787,"Sule Path, Bengaluru Urban"
454,2025-09-19T21:40:24.226890,2025-09-20T14:40:24.226890,"Kalla Zila, Chikkaballapura"
455,2025-03-21T05:40:24.226972,2025-03-23T14:40:24.226972,"Chanda Ganj, Vijayanagara"
456,2024-09-27T07:40:24.227062,2024-09-27T14:40:24.227062,"Chauhan Marg, Dharwad"
457,2024-10-18T14:40:24.227148,2024-10-19T14:40:24.227148,"Chokshi, Belagavi"
458,2026-06-10T04:40:24.227243,2026-06-12T14:40:24.227243,"Kulkarni Circle, Ballari"
459,2025-03-21T13:40:24.227342,2025-03-23T14:40:24.227342,"Bora Ganj, Bengaluru Urban"
460,2024-10-29T06:40:24.227432,2024-10-31T14:40:24.227432,"Kala Path, Belagavi"
461,2024-10-17T22:40:24.227571,2024-10-20T14:40:24.227571,"Hegde Ganj, Belagavi"
462,2025-04-14T12:40:24.227667,2025-04-15T14:40:24.227667,"Dash Zila, Ballari"
463,2024-09-04T11:40:24.227791,2024-09-05T14:40:24.227791,"Baral Circle, Bidar"
464,2025-06-04T00:40:24.227925,2025-06-05T14:40:24.227925,"Ratta Path, Vijayapura"
465,2026-03-20T08:40:24.228003,2026-03-21T14:40:24.228003,"Tak Chowk, Belagavi"
466,2024-12-08T10:40:24.228086,2024-12-08T14:40:24.228086,"Sarin Path, Belagavi"
467,2026-07-04T19:40:24.228184,2026-07-07T14:40:24.228184,"Choudhry Nagar, Davanagere"
468,2025-09-28T02:40:24.228281,2025-09-28T14:40:24.228281,"Divan Path, Bengaluru Urban"
469,2025-10-20T20:40:24.228369,2025-10-23T14:40:24.228369,"Butala Road, Bidar"
470,2026-06-03T10:40:24.228453,2026-06-05T14:40:24.228453,"Sidhu Ganj, Gadag"
471,2024-07-18T19:40:24.228591,2024-07-19T14:40:24.228591,"Kanda Street, Belagavi"
472,2026-03-01T13:40:24.228711,2026-03-01T14:40:24.228711,"Shenoy Street, Belagavi"
473,2024-07-31T01:40:24.228932,2024-08-02T14:40:24.228932,"Kala Marg, Belagavi"
474,2024-08-23T09:40:24.229071,2024-08-23T14:40:24.229071,"Majumdar Street, Bengaluru Urban"
475,2026-05-09T01:40:24.229179,2026-05-10T14:40:24.229179,"Bhatti Ganj, Belagavi"
476,2024-09-17T13:40:24.229282,2024-09-19T14:40:24.229282,"Palan Ganj, Ramanagara"
477,2025-09-28T04:40:24.229359,2025-09-29T14:40:24.229359,"Sood, Ramanagara"
478,2026-07-05T15:40:24.229435,2026-07-08T14:40:24.229435,"Natarajan Street, Chikkaballapura"
479,2024-09-16T01:40:24.229503,2024-09-16T14:40:24.229503,"Goel Nagar, Ballari"
480,2026-02-10T20:40:24.229661,2026-02-12T14:40:24.229661,"Thakur Circle, Belagavi"
481,2025-07-14T22:40:24.229745,2025-07-16T14:40:24.229745,"Swaminathan Chowk, Bengaluru Rural"
482,2024-10-01T11:40:24.229839,2024-10-01T14:40:24.229839,"Madan Zila, Mysuru"
483,2025-06-03T16:40:24.229948,2025-06-06T14:40:24.229948,"Hari Zila, Haveri"
484,2026-05-31T10:40:24.230083,2026-06-01T14:40:24.230083,"Palan Chowk, Belagavi"
485,2024-12-12T21:40:24.230205,2024-12-13T14:40:24.230205,"Baria Chowk, Udupi"
486,2026-03-20T17:40:24.230333,2026-03-22T14:40:24.230333,"Dubey Circle, Belagavi"
487,2024-08-03T03:40:24.230417,2024-08-05T14:40:24.230417,"Pant Chowk, Gadag"
488,2024-12-04T04:40:24.230506,2024-12-04T14:40:24.230506,"Krishna Ganj, Bengaluru Urban"
489,2025-09-08T01:40:24.230643,2025-09-10T14:40:24.230643,"Vyas Street, Belagavi"
490,2025-07-29T03:40:24.230761,2025-07-29T14:40:24.230761,"Mittal Street, Ballari"
491,2025-09-14T05:40:24.230857,2025-09-15T14:40:24.230857,"Shere Nagar, Vijayapura"
492,2026-07-03T05:40:24.230960,2026-07-03T14:40:24.230960,"Subramaniam, Bengaluru Urban"
493,2026-04-23T07:40:24.231049,2026-04-24T14:40:24.231049,"Dubey Ganj, Dakshina Kannada"
494,2025-10-18T23:40:24.231185,2025-10-19T14:40:24.231185,"Bhakta Marg, Hassan"
495,2025-06-05T23:40:24.231305,2025-06-06T14:40:24.231305,"Vaidya Street, Yadgir"
496,2024-09-19T04:40:24.231500,2024-09-20T14:40:24.231500,"Dara Chowk, Davanagere"
497,2024-08-16T01:40:24.231648,2024-08-17T14:40:24.231648,"Parmar Street, Koppal"
498,2026-04-22T09:40:24.231728,2026-04-24T14:40:24.231728,"Doshi Street, Vijayanagara"
499,2025-03-17T06:40:24.231919,2025-03-17T14:40:24.231919,"Balan Nagar, Kodagu"
500,2024-12-16T15:40:24.232039,2024-12-17T14:40:24.232039,"Bhatt Marg, Raichur"
501,2026-01-12T02:40:24.232169,2026-01-12T14:40:24.232169,"Mangal Chowk, Dakshina Kannada"
502,2026-04-08T02:40:24.232342,2026-04-08T14:40:24.232342,"Gupta Chowk, Belagavi"
503,2025-10-09T13:40:24.232444,2025-10-11T14:40:24.232444,"Varughese Street, Belagavi"
504,2025-09-26T13:40:24.232525,2025-09-27T14:40:24.232525,"Krishnamurthy Road, Davanagere"
505,2025-03-07T01:40:24.232761,2025-03-07T14:40:24.232761,"Nigam Nagar, Vijayanagara"
506,2024-07-23T04:40:24.232871,2024-07-24T14:40:24.232871,"Banik, Bengaluru Urban"
507,2025-01-26T09:40:24.232983,2025-01-28T14:40:24.232983,"Taneja Nagar, Chikkaballapura"
508,2024-09-14T20:40:24.233090,2024-09-17T14:40:24.233090,"Subramaniam Circle, Mandya"
509,2026-03-02T08:40:24.233193,2026-03-03T14:40:24.233193,"Pillai Zila, Belagavi"
510,2025-02-11T05:40:24.233313,2025-02-12T14:40:24.233313,"Bose Nagar, Udupi"
511,2026-03-28T12:40:24.233449,2026-03-28T14:40:24.233449,"Parikh Chowk, Belagavi"
512,2024-09-19T12:40:24.233579,2024-09-21T14:40:24.233579,"Bhagat Zila, Belagavi"
513,2024-07-19T07:40:24.233683,2024-07-20T14:40:24.233683,"Kade Circle, Bengaluru Urban"
514,2025-05-12T15:40:24.233813,2025-05-14T14:40:24.233813,"Rajagopalan Road, Koppal"
515,2024-12-20T15:40:24.233946,2024-12-21T14:40:24.233946,"Raghavan Ganj, Udupi"
516,2024-08-05T00:40:24.234034,2024-08-05T14:40:24.234034,"Kalita Road, Belagavi"
517,2025-08-17T22:40:24.234140,2025-08-18T14:40:24.234140,"Gaba Road, Hassan"
518,2024-10-18T22:40:24.234228,2024-10-19T14:40:24.234228,"Merchant Circle, Vijayanagara"
519,2026-04-12T11:40:24.234374,2026-04-12T14:40:24.234374,"Kamdar Chowk, Ramanagara"
520,2025-02-07T16:40:24.234466,2025-02-09T14:40:24.234466,"Lad Road, Mandya"
521,2025-06-15T03:40:24.234575,2025-06-15T14:40:24.234575,"Toor Street, Vijayanagara"
522,2025-05-23T16:40:24.234716,2025-05-24T14:40:24.234716,"Chowdhury Chowk, Dakshina Kannada"
523,2024-08-12T09:40:24.234789,2024-08-13T14:40:24.234789,"Sandhu Zila, Belagavi"
524,2025-01-15T22:40:24.234881,2025-01-18T14:40:24.234881,"Balasubramanian Road, Yadgir"
525,2026-07-02T09:40:24.235041,2026-07-03T14:40:24.235041,"Thakur, Haveri"
526,2025-04-12T03:40:24.235183,2025-04-12T14:40:24.235183,"Shah Ganj, Bidar"
527,2026-04-01T16:40:24.235308,2026-04-04T14:40:24.235308,"Dass Ganj, Kalaburagi"
528,2026-05-15T02:40:24.235423,2026-05-17T14:40:24.235423,"Setty Street, Gadag"
529,2026-03-08T18:40:24.235570,2026-03-09T14:40:24.235570,"Rama Circle, Belagavi"
530,2024-07-28T19:40:24.235672,2024-07-31T14:40:24.235672,"Chokshi, Udupi"
531,2026-06-06T18:40:24.235762,2026-06-07T14:40:24.235762,"Doshi Zila, Kalaburagi"
532,2025-08-26T09:40:24.235907,2025-08-28T14:40:24.235907,"Kata Zila, Belagavi"
533,2025-01-31T04:40:24.235988,2025-02-01T14:40:24.235988,"Trivedi, Gadag"
534,2026-04-06T02:40:24.236090,2026-04-07T14:40:24.236090,"Venkataraman Marg, Belagavi"
535,2026-06-25T11:40:24.236208,2026-06-26T14:40:24.236208,"Cherian, Belagavi"
536,2024-09-07T16:40:24.236271,2024-09-10T14:40:24.236271,"Bala Street, Belagavi"
537,2025-06-09T21:40:24.236358,2025-06-10T14:40:24.236358,"Verma Chowk, Chitradurga"
538,2025-06-29T07:40:24.236488,2025-06-30T14:40:24.236488,"Tripathi Street, Mysuru"
539,2024-11-26T03:40:24.236610,2024-11-26T14:40:24.236610,"Gupta Path, Kalaburagi"
540,2025-03-28T20:40:24.236736,2025-03-30T14:40:24.236736,"Sundaram Street, Chitradurga"
541,2025-09-02T18:40:24.236829,2025-09-04T14:40:24.236829,"Swaminathan Zila, Chamarajanagara"
542,2025-04-01T10:40:24.236916,2025-04-01T14:40:24.236916,"Gole Circle, Ballari"
543,2025-04-19T09:40:24.237033,2025-04-19T14:40:24.237033,"Saini Road, Bengaluru Rural"
544,2025-10-18T05:40:24.237113,2025-10-20T14:40:24.237113,"Rao Path, Chikkaballapura"
545,2026-01-20T09:40:24.237211,2026-01-22T14:40:24.237211,"Rege Ganj, Mysuru"
